customer_unique_id,product_id,interaction_count
00053a61a98854899e70ed204dd4bafe,58727e154e8e85d84052cd22b0136c84,1
000de6019bb59f34c099a907c151d855,9e572ff4654f7064419d97a891a8b0fc,1
000de6019bb59f34c099a907c151d855,af0a917aec9cea3b353ece61a8825326,1
001926cef41060fae572e2e7b30bd2a4,5d66715cc928aadd0074f61332698593,1
0025795df7a7d077c4c90162fa820085,5c2bb11cf2149bd4d9fffcc1246458c3,1
0025795df7a7d077c4c90162fa820085,68bf40b3abd5ffc25981c25df9ed9087,1
002ae492472e45ad6ebeb7a625409392,7c1bd920dbdf22470b68bde975dd3ccf,1
004288347e5e88a27ded2bb23747066c,6e1b14d3cbb5fb3a2c00351007127dfd,1
00504b68faa074d0f40adcb4f7727f71,306b0c58328826c0564cbc520787d508,1
005754cb59f8ee5cdbb5cda9d138757e,05f0fe07929d35be0748fac56eecbeb2,1
005754cb59f8ee5cdbb5cda9d138757e,2dd91cf063cf57cb0eebef072746daab,1
0063817060d662048ed08bccecaf45d5,57fcacc3434a1f2f2b039c1b4e61f5e1,1
0085139b503668b3addcfe826d91be8d,9feeadd6b97835152e83e1b25b46f5c4,1
00a39521eb40f7012db50455bf083460,a42d9c825894f96fc6ed02610891454d,1
00a39521eb40f7012db50455bf083460,f89cd865cac300a9bf1320dd8f0fa223,1
00adeda9b742746c0c66e10d00ea1b74,7b35be468d9795a7529f65c50ec87668,1
00ae50eb5e1d2514f694dee1dcbbd5ae,43ee88561093499d9e571d4db5f20b79,4
00ae50eb5e1d2514f694dee1dcbbd5ae,8aa6223e400af9c97b07c75993142721,1
00cc12a6d8b578b8ebd21ea4e2ae8b27,48ee9be392f28ae3a64518a070f4d06a,1
00ec23a308504080697e5204d3dbcb2c,389d119b48cf3043d311335e499d9c6b,1
00ec23a308504080697e5204d3dbcb2c,53759a2ecddad2bb87a079a1f1519f73,1
011b4adcd54683b480c4d841250a987f,169e1fedd1319ca92e90e057e7123005,1
011b4adcd54683b480c4d841250a987f,ed2067a9c1f79553088a3c67b99a9f97,2
012452d40dafae4df401bced74cdb490,bb50f2e236e5eea0100680137654686c,1
012b41c1dae00a092474ca48dc764a00,a02d0123079f4ae96001ba2010d1a2df,1
0130baad44d0ccc44bc7526c1ac18c64,5d6bea33648f018dbb563f3a2fab09f3,1
0130baad44d0ccc44bc7526c1ac18c64,810e2944bca9850b934e1570ba372e7d,1
013ef03e0f3f408dd9bf555e4edcdc0a,79e42c4fa2bde6e0c828d23c4fb7df35,1
013f4353d26bb05dc6652f1269458d8d,d22625c4bd160a54f96629f139153c74,1
015557c9912277312b9073947804a7ba,42a2c92a0979a949ca4ea89ec5c7b934,1
015f170c7abe45372b9f0414d901e71b,6c55ba2343f9df32c7f88a468352ff22,1
015f170c7abe45372b9f0414d901e71b,7dac8901a50cf3317d5372cbd3186ecd,1
016c60628fc64e15fa5990e58a0b57c1,b114bf337c0626166abe574eee9e3f32,1
0178b244a5c281fb2ade54038dd4b161,99a4788cb24856965c36a24e339b6058,1
01886ef98f995e4f2dd75a1d04c97397,83b23a333b811855258c5ec9431f6d3e,1
019fcfdd0b0ec239cc2b536428064c47,1b474c650cb9407d32a1e066937b68fd,1
019fcfdd0b0ec239cc2b536428064c47,461f43be3bdf8844e65b62d9ac2c7a5a,1
01a22e2079ea71e17313b88e5811e54a,1600dcf1cea8c0c83702e07b577ab231,1
01a22e2079ea71e17313b88e5811e54a,dc52f0f5d3ec37a93eaf956cde4e5d2c,1
01e8bcc3377762cf85025138b2901947,66a0a6e02b7f543e5b021ce361f267d4,1
01e8bcc3377762cf85025138b2901947,777d2e438a1b645f3aec9bd57e92672c,1
01f2285f85a1c603eb7ef755ad311769,236c8998f9a6e6150cdfb75fed83c15d,1
023c8fe9cea056407269dfe9bdd57a8c,57fcacc3434a1f2f2b039c1b4e61f5e1,1
0241fa2e9adf0576cb0f845377d05c03,18b0e642cbae7251e60a64aa07dd9eb9,1
0241fa2e9adf0576cb0f845377d05c03,24c9d329963373e2fccaa3f3204db19e,1
0241fa2e9adf0576cb0f845377d05c03,90d11936871062d5cb6d23175734ea91,1
0246f8de7fe5a9cb5e3a3fffa3cf0da4,386eebb43722ab502f04f7900bd2451b,1
0246f8de7fe5a9cb5e3a3fffa3cf0da4,b66270a5d5b3a8585f8314b2f14420fb,1
024bc6c3997170f0ca30edba8ba8aa55,3bbacbe586e957acbf26c63b3ed532a3,1
02678f5b6207663512dd9cd96af14f0d,bd66403f5f11696c897a825d5235697f,1
02678f5b6207663512dd9cd96af14f0d,d04e48982547095af81c231c3d581cb6,1
027803eb28cc01fbdf5da72b109fabee,47a3fbd41bb53db64dacc4562ba3aa52,1
028296541bfb0fe84ab460804e4c0dce,a04f52ded97b5530e8783e3c002b90f0,1
02900dde8414f41aa7e3e6394eb08871,49eeae59754cbcf1abeeffb8f51184ee,1
02900dde8414f41aa7e3e6394eb08871,6421588f55f75de28cb3357e07723d14,1
0299fedc3f190307e87f32483a9ba4fd,be0dbdc3d67d55727a65d4cd696ca73c,1
029b457bd01199c39136f89e0eddcd3a,b38b25d838ae0b8385e8cc68b9017644,1
029b457bd01199c39136f89e0eddcd3a,c5a00e7e34e45fe4c79a38d102248b48,1
02b20b7c813efede140142ac610e36dc,36f60d45225e60c7da4558b070ce4b60,1
02b20b7c813efede140142ac610e36dc,3f14d740544f37ece8a9e7bc8349797e,1
02e4c56fefa30628768ffe326d332e2f,750dcfda0a9788bba89c94bb82a322db,1
02e9109b7e0a985108b43e573b6afb23,6cdd53843498f92890544667809f1595,1
02fbe4db886eb98774c8ba300d39fa79,18486698933fbb64af6c0a255f7dd64c,1
02fbe4db886eb98774c8ba300d39fa79,dbb67791e405873b259e4656bf971246,1
02fdf47b3bd661072bb00a5aab1853dc,76b7fa5da50b22fe17d1e7bbde661106,1
02ff3aee636a9ee1c1fef271daa0bc07,a5647c44af977b148e0a3a4751a09e2e,1
02ff3aee636a9ee1c1fef271daa0bc07,d6fe3b4ddecd4a8393c6a1385de3bfb6,4
